GENUS;Source;COMMENT on genus;primary_lifestyle;Secondary_lifestyle;Comment_on_lifestyle_template;Endophytic_interaction_capability_template;Plant_pathogenic_capacity_template;Decay_substrate_template;Decay_type_template;Aquatic_habitat_template;Animal_biotrophic_capacity_template;Specific_hosts;Growth_form_template;Fruitbody_type_template;Hymenium_type_template;Ectomycorrhiza_exploration_type_template;Ectomycorrhiza_lineage_template;primary_photobiont;secondary_photobiont
Lawreyella;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;filamentous_mycelium;apothecium_(hymenium_on_surface);smooth;;;;
Phaeangella;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;;;;filamentous_mycelium;;;;;;
Geocoryne;Fungal_traits_DB;synonym of Discinella;litter_saprotroph;;;;;leaf/fruit/seed;;;;;filamentous_mycelium;;;;;;
Chaetoscypha;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;;;;filamentous_mycelium;;;;;;
Eubelonis;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;;;;filamentous_mycelium;;;;;;
Arboricolonus;Fungal_traits_DB;;plant_pathogen;wood_saprotroph;;;wood_pathogen;wood;;non-aquatic;;Prunus;;;;;;;
Asterocalyx;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;;;;;;;;;;
Brefeldochium;Fungal_traits_DB;synonym of Polydesmia;wood_saprotroph;;;;;wood;;;;;;;;;;;
Kukwaea;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;filamentous_mycelium;apothecium_(hymenium_on_surface);smooth;;;;
Pachydisca;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;;;;;;;;;;
Patinellaria;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;;;;;;;;;;
Phragmonaevia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Gamarada;Fungal_traits_DB;;root_endophyte;soil_saprotroph;;;;soil;;;;;filamentous_mycelium;;;;;;
Scolecolachnum;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;non-aquatic;;ferns;filamentous_mycelium;;;;;;
Tubolachnum;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;;;;filamentous_mycelium;;;;;;
Tapesia;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Phialina;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Ploettnerula;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Pseudolanzia;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;apothecium_(hymenium_on_surface);smooth;;;;
Staheliella;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;;;;filamentous_mycelium;;;;;;
Mycopappus;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;;;;;;;;;;
Srinivasanomyces;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;;;;;;
Aotearoamyces;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;;;;filamentous_mycelium;;;;;;
Blastosporium;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;non-aquatic;;Nicotiana;filamentous_mycelium;;;;;;
Heufleria;Fungal_traits_DB;taxonomy unclear;;;;;;;;;;;;;;;;;
Mycomelanea;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Triblidiopsis;Fungal_traits_DB;;wood_saprotroph;foliar_endophyte;;foliar_endophyte;;wood;;;;;filamentous_mycelium;;;;;;
Ascophanus;Fungal_traits_DB;;dung_saprotroph;;;;;dung,animal_material;keratinolytic;;;;filamentous_mycelium;;;;;;
Dennisiopsis;Fungal_traits_DB;;dung_saprotroph;;;;;dung;;;;;filamentous_mycelium;;;;;;
Geocavicola;Fungal_traits_DB;;;;;;;;;non-aquatic;;;filamentous_mycelium;apothecium_(hymenium_on_surface);smooth;;;;
Lasiocupulina;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;;;;filamentous_mycelium;;;;;;
Pseudocoprotus;Fungal_traits_DB;;dung_saprotroph;;;;;dung;;;;;;;;;;;
Pygmaeosphaera;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;;;;;;;;;;
Ascopersicus;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Diploceras;Fungal_traits_DB;synonym of Seimatosporium;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;;;;filamentous_mycelium;;;;;;
Disaeta;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;non-aquatic;;Arbutus;filamentous_mycelium;;;;;;
Distononappendiculata;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Diversimediispora;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;;;;filamentous_mycelium;;;;;;
Nonappendiculata;Fungal_traits_DB;;litter_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Parabartalinia;Fungal_traits_DB;;litter_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Pseudosarcostroma;Fungal_traits_DB;;;;;;;;;;;Osyris;filamentous_mycelium;;;;;;
Xenoseimatosporium;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Victoriomyces;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;;;;filamentous_mycelium;;;;;;
Miyoshiella;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Neonawawia;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;freshwater;;;filamentous_mycelium;;;;;;
Dactylidispora;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;;;;filamentous_mycelium;;;;;;
Echinusitheca;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;;;;filamentous_mycelium;;;;;;
Pseudomicrothecium;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;;;;filamentous_mycelium;;;;;;
Myrtonectria;Fungal_traits_DB;;plant_pathogen;wood_saprotroph;;;wood_pathogen;wood;;;;Syzygium;filamentous_mycelium;;;;;;
Myrtoporthe;Fungal_traits_DB;;plant_pathogen;wood_saprotroph;;;wood_pathogen;wood;;;;Eucalyptus;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Kamalia;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;non-aquatic;;Mallotus;filamentous_mycelium;;;;;;
Flavignomonia;Fungal_traits_DB;;plant_pathogen;wood_saprotroph;;;wood_pathogen;wood;;;;Rhus;filamentous_mycelium;;;;;;
Septomelanconiella;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;;;;filamentous_mycelium;;;;;;
Sheathospora;Fungal_traits_DB;;plant_pathogen;wood_saprotroph;;;wood_pathogen;wood;;;;Cornus;filamentous_mycelium;;;;;;
Neophaeoappendicospora;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;;;;filamentous_mycelium;;;;;;
Neopseudomelanconis;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Aquimonospora;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;freshwater;;;filamentous_mycelium;;;;;;
Proliferophorum;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;freshwater;;;filamentous_mycelium;;;;;;
Brunneochlamydosporium;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;;;;filamentous_mycelium;;;;;;
Brunneomyces;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;;;;filamentous_mycelium;;;;;;
Chlamydosporiella;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Furcasterigmium;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;;;;filamentous_mycelium;;;;;;
Fuscohypha;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;;;;filamentous_mycelium;;;;;;
Musidium;Fungal_traits_DB;;plant_pathogen;root-associated;;root-associated;root_pathogen;roots;;;;Musa;filamentous_mycelium;;;;;;
Nigrocephalum;Fungal_traits_DB;;animal_parasite;;;;;;;;animal_parasite/opportunistic_human_parasite;;filamentous_mycelium;;;;;;
Paragibellulopsis;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;;;;filamentous_mycelium;;;;;;
Paramusicillium;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;;;;filamentous_mycelium;;;;;;
Phialoparvum;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;;;;filamentous_mycelium;;;;;;
Sayamraella;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;;;;filamentous_mycelium;;;;;;
Summerbellia;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;;;;filamentous_mycelium;;;;;;
Theobromium;Fungal_traits_DB;;;;;;;;;;;Theobroma;filamentous_mycelium;;;;;;
Chrysonectria;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Pilonectria;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Helicocollum;Fungal_traits_DB;;animal_parasite;;;;;;;;arthropod_parasite;scale_insects;filamentous_mycelium;;;;;;
Nigelia;Fungal_traits_DB;;animal_parasite;;;;;;;;arthropod_parasite;;filamentous_mycelium;;;;;;
Romanoa;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;;;;filamentous_mycelium;;;;;;
Neobaryopsis;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Kiflimonium;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;;;;filamentous_mycelium;;;;;;
Stephanoma;Fungal_traits_DB;synonym of Hypomyces;mycoparasite;fungal_decomposer;;;;fungal_material;;;;;filamentous_mycelium;;;;;;
Murinectria;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Neoeucasphaeria;Fungal_traits_DB;;;;;;;;;non-aquatic;;Eucalyptus;filamentous_mycelium;;;;;;
Parasarocladium;Fungal_traits_DB;;;;;;;;;partly_aquatic;;;filamentous_mycelium;;;;;;
Hyalinostachys;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;;;;filamentous_mycelium;;;;;;
Bifusisporella;Fungal_traits_DB;;foliar_endophyte;foliar_endophyte;;foliar_endophyte;;;;;;;filamentous_mycelium;;;;;;
Setameliola;Fungal_traits_DB;;plant_pathogen;epiphyte;;;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Amphitrite;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;marine;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Aniptosporopsis;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Lautisporopsis;Fungal_traits_DB;Nom. invalid.;wood_saprotroph;;;;;wood;;marine;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Paraaniptodera;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;marine;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Fairmania;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Synnematotriadelphia;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;none;none;;;;
Afroraffaelea;Fungal_traits_DB;;plant_pathogen;arthropod-associated;;;wood_pathogen;;;non-aquatic;arthropod-associated;;filamentous_mycelium;;;;;;
Neomonodictys;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;freshwater;;;filamentous_mycelium;none;none;;;;
Allobotryotrichum;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;non-aquatic;;Saccharum;filamentous_mycelium;;;;;;
Episternus;Fungal_traits_DB;;animal_parasite;;;;;;;non-aquatic;arthropod_parasite;Onthophagus;filamentous_mycelium;;;;;;
Guarroa;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;;;;;;
Phaeobotrys;Fungal_traits_DB;Nom. illegit.;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;;;;;;
Elbamycella;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;;leaf/fruit/seed_pathogen;leaf/fruit/seed;;marine;;seagrasses;filamentous_mycelium;;;;;;
Neospadicoides;Fungal_traits_DB;;wood_saprotroph;litter_saprotroph;;;;wood,leaf/fruit/seed;;freshwater;;;filamentous_mycelium;;;;;;
Allodiatrype;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;;;;;;
Halocryptovalsa;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;marine;;;filamentous_mycelium;;;;;;
Neoeutypella;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;;;Pinus;filamentous_mycelium;;;;;;
Natonodosa;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;partly_freshwater_(partly_non-aquatic);;;filamentous_mycelium;;;;;;
Xenoanthostomella;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;;;;filamentous_mycelium;;;;;;
Alishanica;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;;;Miscanthus;filamentous_mycelium;;;;;;
Buerenia;Fungal_traits_DB;synonym of Burenia;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;non-aquatic;;Myrrhidendron;dimorphic_yeast;;;;;;
Lignomphalia;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Vanromburghia;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;agaricoid;smooth;;;;
Limacellopsis;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Zhuliangomyces;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Anupama;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Rigidotubus;Fungal_traits_DB;;wood_saprotroph;;;;;wood;white_rot;non-aquatic;;;filamentous_mycelium;corticioid;poroid;;;;
Sinohygrocybe;Fungal_traits_DB;;litter_saprotroph;soil_saprotroph;;;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Paragymnopus;Fungal_traits_DB;;wood_saprotroph;litter_saprotroph;;;;wood,leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Pusillomyces;Fungal_traits_DB;;wood_saprotroph;litter_saprotroph;;;;wood,leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;agaricoid;smooth;;;;
Chrysomycena;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Leucoinocybe;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Pulverulina;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Pleuromyces;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;Fagus;filamentous_mycelium;agaricoid;gills;;;;
Xerophorus;Fungal_traits_DB;;litter_saprotroph;soil_saprotroph;;;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;agaricoid;gills;;;;
Gelacantha;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;tremelloid;smooth;;;;
Grammatus;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;tremelloid;hydnoid;;;;
Hyalodon;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;tremelloid;hydnoid;;;;
Hydrophana;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;tremelloid;smooth;;;;
Mycostilla;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;tremelloid;smooth;;;;
Myxariellum;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;tremelloid;smooth;;;;
Ofella;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;tremelloid;smooth;;;;
Protoacia;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;tremelloid;hydnoid;;;;
Stypellopsis;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;tremelloid;smooth;;;;
Indoporus;Fungal_traits_DB;;ectomycorrhizal;;;;;;;non-aquatic;;;filamentous_mycelium;agaricoid;poroid;;;;
Ionosporus;Fungal_traits_DB;;ectomycorrhizal;;;;;;;non-aquatic;;;filamentous_mycelium;agaricoid;poroid;;;;
Longistriata;Fungal_traits_DB;;ectomycorrhizal;;;;;;;non-aquatic;;;filamentous_mycelium;gasteroid-hypogeous;closed;;;;
Spongispora;Fungal_traits_DB;;ectomycorrhizal;;;;;;;non-aquatic;;;filamentous_mycelium;agaricoid;poroid;;;;
Neoacladium;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;corticioid;smooth;;;;
Bergerella;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;filamentous_mycelium;none;none;;;;
Laeticorticium;Fungal_traits_DB;synonym of Corticium;wood_saprotroph;;;;;wood;white_rot;non-aquatic;;;filamentous_mycelium;corticioid;smooth;;;;
Hydnoporia;Fungal_traits_DB;;wood_saprotroph;;;;;wood;white_rot;non-aquatic;;;filamentous_mycelium;corticioid;smooth;;;;
Grandinia;Fungal_traits_DB;synonym of Xylodon;wood_saprotroph;;;;;wood;white_rot;partly_aquatic;;;filamentous_mycelium;corticioid;hydnoid;;;;
Ranadivia;Fungal_traits_DB;synonym of Daedalea;wood_saprotroph;;;;;wood;brown_rot;non-aquatic;;;filamentous_mycelium;polyporoid;poroid;;;;
Gloeoporellus;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;polyporoid;poroid;;;;
Resiniporus;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;polyporoid;poroid;;;;
Kusaghiporia;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;polyporoid;poroid;;;;
Hermanssonia;Fungal_traits_DB;;wood_saprotroph;;;;;wood;white_rot;non-aquatic;;;filamentous_mycelium;corticioid;smooth;;;;
Hydnophanerochaete;Fungal_traits_DB;;wood_saprotroph;;;;;wood;white_rot;non-aquatic;;;filamentous_mycelium;corticioid;hydnoid;;;;
Pappia;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;;;;;;
Stereophlebia;Fungal_traits_DB;;wood_saprotroph;;;;;wood;white-rot;non-aquatic;;;filamentous_mycelium;corticioid;other;;;;
Crepatura;Fungal_traits_DB;;wood_saprotroph;;;;;wood;white-rot;non-aquatic;;;filamentous_mycelium;;;;;;
Efibulella;Fungal_traits_DB;;wood_saprotroph;;;;;wood;white-rot;non-aquatic;;;filamentous_mycelium;corticioid;smooth;;;;
Odontoefibula;Fungal_traits_DB;;wood_saprotroph;;;;;wood;white-rot;non-aquatic;;;filamentous_mycelium;corticioid;hydnoid;;;;
Cinereomycetella;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;polyporoid;poroid;;;;
Dextrinoporus;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;polyporoid;poroid;;;;
Endopandanicola;Fungal_traits_DB;;foliar_endophyte;foliar_endophyte;;foliar_endophyte;;;;non-aquatic;;;filamentous_mycelium;;;;;;
Murinicarpus;Fungal_traits_DB;;;;;;;;;non-aquatic;;;filamentous_mycelium;polyporoid;poroid;;;;
Pilatotrama;Fungal_traits_DB;synonym of Trametes;wood_saprotroph;;;;;wood;white-rot;non-aquatic;;;filamentous_mycelium;polyporoid;poroid;;;;
Szczepkamyces;Fungal_traits_DB;;wood_saprotroph;;;;;wood;white-rot;non-aquatic;;;filamentous_mycelium;polyporoid;poroid;;;;
Amaropostia;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;polyporoid;poroid;;;;
Calcipostia;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;polyporoid;poroid;;;;
Cyanosporus;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;polyporoid;poroid;;;;
Cystidiopostia;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;polyporoid;poroid;;;;
Fuscopostia;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;polyporoid;poroid;;;;
Elaphroporia;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;polyporoid;poroid;;;;
Trianguloporus;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Trullella;Fungal_traits_DB;;wood_saprotroph;;;;;wood;white_rot;non-aquatic;;;filamentous_mycelium;polyporoid;poroid;;;;
Parapterulicium;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;clavarioid;smooth;;;;
Confertextum;Fungal_traits_DB;Nom. invalid.;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;corticioid;smooth;;;;
Gloeosoma;Fungal_traits_DB;synonym of Aleurodiscus;wood_saprotroph;;;;;wood;white_rot;non-aquatic;;;filamentous_mycelium;cyphelloid;other;;;;
Matula;Fungal_traits_DB;synonym of Aleurocystis;wood_saprotroph;;;;;wood;white_rot;non-aquatic;;;filamentous_mycelium;corticioid;smooth;;;;
Agaricostilbum;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;Arecaceae;dimorphic_yeast;other;;;;;
Boekhoutia;Fungal_traits_DB;;epiphyte;;;;;;;;;;;;;;;;
Pseudosterigmatospora;Fungal_traits_DB;;epiphyte;;;;;;;;;;;;;;;;
Sterigmatospora;Fungal_traits_DB;;epiphyte;;;;;;;;;;;;;;;;
Saccosoma;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;non-aquatic;;;filamentous_mycelium;corticioid;;;;;
Halobasidium;Fungal_traits_DB;;unspecified;;salty_pickling_water;no_endophytic_capacity;;;;aquatic;;;yeast;none;none;;;;
Begerowomyces;Fungal_traits_DB;;epiphyte;;;;;;;;;;yeast;none;none;;;;
Robertozyma;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;;;;yeast;none;none;;;;
Lichenozyma;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;yeast;none;none;;;;
Queiroziella;Fungal_traits_DB;;epiphyte;;;no_endophytic_capacity;;;;;;Tilandsia;yeast;none;none;;;;
Meniscomyces;Fungal_traits_DB;;epiphyte;soil_saprotroph;;;;soil;;non-aquatic;;;yeast;none;none;;;;
Heitmania;Fungal_traits_DB;;epiphyte;;;no_endophytic_capacity;;;;non-aquatic;;;yeast;none;none;;;;
Krieglsteinera;Fungal_traits_DB;;mycoparasite;fungal_decomposer;;no_endophytic_capacity;;fungal_material;;non-aquatic;;Lasiophaeria;filamentous_mycelium;other;;;;;
Rosettozyma;Fungal_traits_DB;;epiphyte;;;;;;;non-aquatic;;;yeast;none;none;;;;
Cerradoa;Fungal_traits_DB;;plant_pathogen;;obligate_plant_pathogen;no_endophytic_capacity;leaf/fruit/seed_pathogen;;;non-aquatic;;;filamentous_mycelium;rust;other;;;;
Vustinia;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;;;;yeast;none;none;;;;
Teunia;Fungal_traits_DB;;soil_saprotroph;epiphyte;;;;;;;;;dimorphic_yeast;;;;;;
Pascua;Fungal_traits_DB;;soil_saprotroph;;;;;soil;;;;;yeast;none;none;;;;
Prillingera;Fungal_traits_DB;;unspecified_saprotroph;epiphyte;;;;;;;;;yeast;none;none;;;;
Mycosarcoma;Fungal_traits_DB;synonym of Ustilago and Sporisorium;plant_pathogen;epiphyte;;foliar_endophyte;leaf/fruit/seed_pathogen;;;non-aquatic;;monocots;dimorphic_yeast;smut;other;;;;
Quaeritorhiza;Fungal_traits_DB;;algal_parasite;;;;algal_parasite;;;;;;;;;;;;
Sieverdingia;Fungal_traits_DB;;arbuscular_mycorrhizal;root-associated;;root_endophyte;;;;;;;filamentous_mycelium;none;none;;;;
Funneliglomus;Fungal_traits_DB;;arbuscular_mycorrhizal;root-associated;;root_endophyte;;;;;;;filamentous_mycelium;none;none;;;;
Microdominikia;Fungal_traits_DB;;arbuscular_mycorrhizal;root-associated;;root_endophyte;;;;;;;filamentous_mycelium;none;none;;;;
Microkamienskia;Fungal_traits_DB;;arbuscular_mycorrhizal;root-associated;;root_endophyte;;;;;;;filamentous_mycelium;none;none;;;;
Nanoglomus;Fungal_traits_DB;;arbuscular_mycorrhizal;root-associated;;root_endophyte;;;;;;;filamentous_mycelium;none;none;;;;
Orientoglomus;Fungal_traits_DB;;arbuscular_mycorrhizal;root-associated;;root_endophyte;;;;;;;filamentous_mycelium;none;none;;;;
Agriosomyces;Fungal_traits_DB;;animal_endosymbiont;litter_saprotroph;anaerobic_gut_fungus_decomposing_ingested_plant_biomass;;;leaf/fruit/seed;;non-aquatic;animal_endosymbiont;;zoosporic-rhizomycelial_(chytrid-like);zoosporangium;closed;;;;
